source_doc_id,source_id,original_filename,relative_path,file_type,file_size_bytes,last_modified,checksum_sha256,status,file_role
codex_doc_000190,codex_src_000191,HootsuiteSocialTrends2026_Report_en.pdf,HootsuiteSocialTrends2026_Report_en.pdf,pdf,26381784,2026-01-28T07:31:31,3fea26fbd6ebd5ba03cebd23f824e8a1c3a1f58f44fe41507257090dfbe3b68f,inventory_complete,source_document
codex_doc_000191,codex_src_000192,How digital transformation enhances firm performance through capability.pdf,How digital transformation enhances firm performance through capability.pdf,pdf,1561911,2026-06-15T08:47:20,1d2222630dbe906a745fadb850ab0a50f9e0b94d7b59c60c3eb7761bc036b1ec,inventory_complete,source_document
codex_doc_000192,codex_src_000193,How enterprise architecture leads to organisational benefits.pdf,How enterprise architecture leads to organisational benefits.pdf,pdf,1859670,2026-06-15T09:50:33,f02bb7eec272ac996eaf9121903725649ffa2f204c3322b893d2b3dc5c2909d7,inventory_complete,source_document
codex_doc_000193,codex_src_000194,How to Build Adaptive Strategy Fit for Disrupted Times.pdf,How to Build Adaptive Strategy Fit for Disrupted Times.pdf,pdf,271712,2023-12-27T18:48:46,7af41a8637e123c1724662b3a8fa0068af29cabea23b09d996e7454f138fe256,inventory_complete,source_document
codex_doc_000194,codex_src_000195,How to Do a Competitive Landscape Analysis.pdf,How to Do a Competitive Landscape Analysis.pdf,pdf,2213372,2023-12-27T17:51:10,216ca1a999588483f02d27924ae93650aaf54d2eeb6588d77f2835d377133cf8,inventory_complete,source_document
codex_doc_000195,codex_src_000196,How usefull is the theory of disruptive innovation.pdf,How usefull is the theory of disruptive innovation.pdf,pdf,592320,2026-06-15T07:53:05,593074c3b032f54a9b36d187f3dc556425ae654793f3507bcab625afb548e86d,inventory_complete,source_document
codex_doc_000196,codex_src_000197,How-digital-reinventors-are-pulling-away-from-the-pack.pdf,How-digital-reinventors-are-pulling-away-from-the-pack.pdf,pdf,3262668,2022-03-18T09:16:12,078ab734ddb16f89374661ebd5edfc9cb4951a836221776f5cc3d04084fc5c42,inventory_complete,source_document
codex_doc_000197,codex_src_000198,how-to-assess-the-performance-of-your-composable-architecture.pdf,how-to-assess-the-performance-of-your-composable-architecture.pdf,pdf,6646800,2026-06-15T10:47:10,29ae18bc8df73c2354cac76d38299ef35a2aadf0fad29576e26919251fd19d20,inventory_complete,source_document
codex_doc_000198,codex_src_000199,IBM - 5-trends-for-2026.pdf,IBM - 5-trends-for-2026.pdf,pdf,2188973,2026-01-16T13:22:52,8f639bdf465b6fbe326277c3e6687fa0d8dd7a0f6539026ae70051756ef2e94e,inventory_complete,source_document
codex_doc_000199,codex_src_000200,IBM - roi-guide-agentic-ai-gated-ebook.pdf,IBM - roi-guide-agentic-ai-gated-ebook.pdf,pdf,618572,2026-01-16T13:24:40,486d62c7c84229e51c0eb95372afbeec35b2f9425dcd46e41b0a5a1023662351,inventory_complete,source_document
codex_doc_000200,codex_src_000201,Iceland - AI Action Plan electronic version.pdf,Iceland - AI Action Plan electronic version.pdf,pdf,7221361,2026-01-04T15:30:02,77fea448f9076ca0f0d43f903c564a149497ec0466546945a2da1f6536cc61f1,inventory_complete,source_document
codex_doc_000201,codex_src_000202,IMD - World Digital Competitiveness _Report 2024.pdf,IMD - World Digital Competitiveness _Report 2024.pdf,pdf,2901940,2026-06-11T15:50:24,947e5f8806b09c3c6698deb25fd9a4f1095ec6a4892acb4aef80f4a264a2c1da,inventory_complete,source_document
codex_doc_000202,codex_src_000203,IMD - World Digital Competitiveness _Report_2025.pdf,IMD - World Digital Competitiveness _Report_2025.pdf,pdf,9307925,2026-06-11T15:49:35,d12e1a46a06c8ed1868db7d60f1e1584f12bd1960c6ce12235e0874261fc4bdc,inventory_complete,source_document
codex_doc_000203,codex_src_000204,IMF - Global AI preparedness 2025.pdf,IMF - Global AI preparedness 2025.pdf,pdf,837481,2026-06-11T15:42:05,167f0662a61f25efdbe67ad7d8b8d8b57e72ee528c9b5969835603c9fbf33f41,inventory_complete,source_document
codex_doc_000204,codex_src_000205,Immunity-to-Change-Blank-and-Examples.pdf,Immunity-to-Change-Blank-and-Examples.pdf,pdf,97005,2026-06-22T11:22:05,f1e3d07cccd75e01bdb8ccd5483a19512b12a41344f022dc4fbdb4a674eabc76,inventory_complete,source_document
codex_doc_000205,codex_src_000206,Indonesia - Digital.pdf,Indonesia - Digital.pdf,pdf,2521157,2026-01-04T16:11:34,de27433ebc9b48aca6486bf53b713b5822c565e42465f040e058a559e7620645,inventory_complete,source_document
codex_doc_000206,codex_src_000207,Industrial information integration through autonomous AI agents.pdf,Industrial information integration through autonomous AI agents.pdf,pdf,4518267,2026-06-15T08:58:55,510c671f41f0c11e217f8cdd10d54e848e5a9e23a2de987f4c2f925713a273d2,inventory_complete,source_document
codex_doc_000207,codex_src_000208,Informatica-White-Paper.pdf,Informatica-White-Paper.pdf,pdf,7515612,2026-06-18T09:18:38,a63b68fe2289b3007a888048589fe2b2dbe4af0b2750b3f1d796c30a222fe6c7,inventory_complete,source_document
codex_doc_000208,codex_src_000209,Is transparency the new green - How business model transparency.pdf,Is transparency the new green - How business model transparency.pdf,pdf,3610605,2026-06-15T08:12:31,987aed1479ce9b66c935e57dd08339ae96b2a96e8236c9c15933cff7533e6541,inventory_complete,source_document
codex_doc_000209,codex_src_000210,JP Morgan - 2026-tech-trends-the-end-of-app-switching.pdf,JP Morgan - 2026-tech-trends-the-end-of-app-switching.pdf,pdf,1940379,2026-06-11T15:16:34,98c1f1f0003f376fe48813e4c0c8822d586f6c9d3db46f5fcb5a7ed00d516b5f,inventory_complete,source_document
codex_doc_000210,codex_src_000211,JP Morgan - tech-trends-2026-report.pdf,JP Morgan - tech-trends-2026-report.pdf,pdf,11571421,2026-06-11T15:02:17,0a7e5695d3764d1a922bde1cb0ed5b5baea809714014120965a0c13933313328,inventory_complete,source_document
codex_doc_000211,codex_src_000212,Kenya - AI Strategy 2025 - 2030.pdf,Kenya - AI Strategy 2025 - 2030.pdf,pdf,23931312,2026-01-04T15:45:32,55e33e3ebf2c78bb8024bae1229fa7d557e32eeb81726021f5d163a637e3b145,inventory_complete,source_document
codex_doc_000212,codex_src_000213,Kinetetic - Part_I_Kinetic_Economy_Thesis.docx,Kinetetic - Part_I_Kinetic_Economy_Thesis.docx,docx,29188,2025-11-22T13:39:05,7524b7e7d04163ee034b5686b4922cc78c6dec588178ba362ae67d097405dd1a,inventory_complete,source_document
codex_doc_000213,codex_src_000214,Kinetic Models.pdf,Kinetic Models.pdf,pdf,1412373,2026-01-18T15:35:07,c486c0f138cbb98b299074265d314632187d441fdba8e3bf2eab9c97c9b46da9,inventory_complete,source_document
codex_doc_000214,codex_src_000215,Kinetic Organization - Chapter 6 and 7 Case Study Briefs.docx,Kinetic Organization - Chapter 6 and 7 Case Study Briefs.docx,docx,37171,2026-06-16T10:27:08,17054b8f386674e238dc6669a436ba7d83e7037e3a5849d89d22359a79ecb1d0,inventory_complete,source_document
codex_doc_000215,codex_src_000216,Kinetic Research - Composability.docx,Kinetic Research - Composability.docx,docx,418226,2026-06-15T11:03:36,de781bdb1449144bfa84249b6c58b925de28d7d22be5a122792f4d18fe0f5389,inventory_complete,source_document
codex_doc_000216,codex_src_000217,"KINETIC_001_A) - Academic - IMPACT OF ARTIFICIAL INTELLIGENCE ON BUSINESS, BUSINESS OPERATIONS AND STRATEGY.pdf","KINETIC_001_A) - Academic - IMPACT OF ARTIFICIAL INTELLIGENCE ON BUSINESS, BUSINESS OPERATIONS AND STRATEGY.pdf",pdf,819318,2025-12-07T11:10:31,ddedf1ca29f94dc8d257cd476ec32a1c61d692efe5cf119705e97b45cfbe6b3c,inventory_complete,source_document
codex_doc_000217,codex_src_000218,KINETIC_002_Accenture - Resiliency-in-the-making-report.pdf,KINETIC_002_Accenture - Resiliency-in-the-making-report.pdf,pdf,8572011,2025-09-11T14:18:45,c6adfafbf261673d1f4268f68ca9adcaa68345e661a034ccb64d12d15ba96604,inventory_complete,source_document
codex_doc_000218,codex_src_000219,KINETIC_003_Accenture-Art-of-AI-Maturity-Report-Global-Revised.pdf,KINETIC_003_Accenture-Art-of-AI-Maturity-Report-Global-Revised.pdf,pdf,7861335,2025-08-02T12:30:43,ca465379a8c47f9ff9522bb4c61126ed176240a6d99348c88a7453d6b828b9e9,inventory_complete,source_document
codex_doc_000219,codex_src_000220,KINETIC_004_Accenture-Digital-Core-Chapter-2-report.pdf,KINETIC_004_Accenture-Digital-Core-Chapter-2-report.pdf,pdf,2903555,2025-09-11T14:17:22,45147528340234de00ae08a62dd20de0bc1a456156cd674690e5d78d08fb6007,inventory_complete,source_document
codex_doc_000220,codex_src_000221,KINETIC_005_Accenture-Resilience-Redefined-From-Readiness-to-Reinvention.pdf,KINETIC_005_Accenture-Resilience-Redefined-From-Readiness-to-Reinvention.pdf,pdf,7224590,2025-09-11T14:16:32,94665945d18f082d56afec2359024f0749b8fb020cf596bade9a68546fb4fb8e,inventory_complete,source_document
codex_doc_000221,codex_src_000222,KINETIC_006_Accenture-Tech-Vision-2025.pdf,KINETIC_006_Accenture-Tech-Vision-2025.pdf,pdf,2634543,2025-09-11T14:16:57,26a242140fe5aa1073a1c0b43fc6a6aa9b2639054e592d4a3fe09fd1dea679b3,inventory_complete,source_document
codex_doc_000222,codex_src_000223,KINETIC_007_Adaptability - Academic -  Re‐examining Strategic Flexibility  A Meta‐Analysis of its Antecedents.pdf,KINETIC_007_Adaptability - Academic -  Re‐examining Strategic Flexibility  A Meta‐Analysis of its Antecedents.pdf,pdf,524974,2025-12-07T14:14:50,1a858662df08e503ca1a0e1a48b0d5f145bdb171cfb010ddf288b29145f59ff4,inventory_complete,source_document
codex_doc_000223,codex_src_000224,KINETIC_008_Adaptability - Academic - A dynamic capabilities view of improvement capabilities.pdf,KINETIC_008_Adaptability - Academic - A dynamic capabilities view of improvement capabilities.pdf,pdf,169123,2025-12-07T11:14:29,678136f0a2c303f3ad0dbef01b07994d899bb03f5e46f7c7aecd0d2ea254093d,inventory_complete,source_document
codex_doc_000224,codex_src_000225,KINETIC_009_Adaptability - Academic - Adaptive Capacity.pdf,KINETIC_009_Adaptability - Academic - Adaptive Capacity.pdf,pdf,1090874,2025-12-06T11:13:34,3fd4bd96145ee4331c6d6a12aeba5e8ae3381ba78a8976342d918021eb2bc49a,inventory_complete,source_document
codex_doc_000225,codex_src_000226,KINETIC_010_Adaptability - Academic - Addressing Policy Challenges of Disruptive Technologies.pdf,KINETIC_010_Adaptability - Academic - Addressing Policy Challenges of Disruptive Technologies.pdf,pdf,686631,2025-12-07T14:41:31,94b71a65a27b91d5ce146906ea3f3affb43d4573be8ca5cf2e1cbb3b0bd57f39,inventory_complete,source_document
codex_doc_000226,codex_src_000227,KINETIC_011_Adaptability - Academic - Disentangling organizational agility.pdf,KINETIC_011_Adaptability - Academic - Disentangling organizational agility.pdf,pdf,1913040,2025-12-07T11:42:41,9c7aaf62ae1f8fbfa84f3cee9fe0f4136606159e2197065c446d5a6680e9a339,inventory_complete,source_document
codex_doc_000227,codex_src_000228,KINETIC_012_Adaptability - Academic - How can firms locate proactive strategic flexibility in their new product development process.pdf,KINETIC_012_Adaptability - Academic - How can firms locate proactive strategic flexibility in their new product development process.pdf,pdf,938122,2025-12-07T14:18:54,5b3ef248d308583179552120a9e1a33638e84e25f6a4a814eed6998d5bde173f,inventory_complete,source_document
codex_doc_000228,codex_src_000229,KINETIC_013_Adaptability - Academic - Industry 4.0 and sustainable business models An intercontinental sample.pdf,KINETIC_013_Adaptability - Academic - Industry 4.0 and sustainable business models An intercontinental sample.pdf,pdf,594827,2025-12-07T15:06:54,db8b27c937fa73a8b5b167c29ae46abd0f924721abd1a73b0151e57676cdfe55,inventory_complete,source_document
codex_doc_000229,codex_src_000230,KINETIC_014_Adaptability - Academic - Investigating_the_Influence_of_Artificial_Intellig.pdf,KINETIC_014_Adaptability - Academic - Investigating_the_Influence_of_Artificial_Intellig.pdf,pdf,2086509,2025-12-07T15:37:06,56e59c6d8f00f2cfc4990aed25be06e0fa3873616802ee7f64dc72240af04c74,inventory_complete,source_document
codex_doc_000230,codex_src_000231,KINETIC_015_Adaptability - Academic - Moderation Effect of Technology Environment and Market Environment.pdf,KINETIC_015_Adaptability - Academic - Moderation Effect of Technology Environment and Market Environment.pdf,pdf,1189674,2025-12-07T11:19:55,ab533a3db88815926ac7b61d8285cf7e18cb86cb7d937f00e3fb21f484c9f586,inventory_complete,source_document
codex_doc_000231,codex_src_000232,KINETIC_016_Adaptability - Academic - Strategic Agility Achieving Superior Organizational.pdf,KINETIC_016_Adaptability - Academic - Strategic Agility Achieving Superior Organizational.pdf,pdf,1218914,2025-12-07T14:07:06,f2824311726565e007da8b1e77f7969ac37b4b8a46d6762cacb91b52fd3f8e3d,inventory_complete,source_document
codex_doc_000232,codex_src_000233,"KINETIC_017_Adaptability - Academic - Strategic Flexibility, Environmental Dynamism, and Innovation Performance An Empirical Study.pdf","KINETIC_017_Adaptability - Academic - Strategic Flexibility, Environmental Dynamism, and Innovation Performance An Empirical Study.pdf",pdf,452975,2025-12-07T14:12:14,db7c0889f9e455c479632b09772089d9089944361464a212e2b78858a29fecd7,inventory_complete,source_document
codex_doc_000233,codex_src_000234,KINETIC_018_Adaptability - Academic - Strategic Management - A Conceptual Framework.pdf,KINETIC_018_Adaptability - Academic - Strategic Management - A Conceptual Framework.pdf,pdf,1262268,2025-12-07T14:32:41,6f299b568343e380ff206d5ec01a2f4dcfb8b7c018e9021648282cbc043f38d4,inventory_complete,source_document
codex_doc_000234,codex_src_000235,KINETIC_019_Adaptability - Academic - Strategic Management_in_the_Digital_Age_A_Review_o.pdf,KINETIC_019_Adaptability - Academic - Strategic Management_in_the_Digital_Age_A_Review_o.pdf,pdf,745253,2025-12-07T14:37:01,55fa1de3a2430e1a801131de4cbe85c53d5376f25bc1c30a2f74190620622e2f,inventory_complete,source_document
codex_doc_000235,codex_src_000236,KINETIC_020_Adaptability - Academic - Strategic Planning for Technological Change.pdf,KINETIC_020_Adaptability - Academic - Strategic Planning for Technological Change.pdf,pdf,225150,2025-12-07T14:44:44,efcf86827a24a4b618c5cf0c6d6b26dee20cfc6a43a06748cfba518f1002ccce,inventory_complete,source_document
codex_doc_000236,codex_src_000237,KINETIC_021_Adaptability - Academic - SWOT_analysis_problems_and_solutions_Practitioners.pdf,KINETIC_021_Adaptability - Academic - SWOT_analysis_problems_and_solutions_Practitioners.pdf,pdf,260164,2025-12-07T15:12:48,de198989f55e8d3dea41b68004a5839b5fa5883fec580c65dc9c0d182932b1b9,inventory_complete,source_document
codex_doc_000237,codex_src_000238,KINETIC_022_Adaptability - Academic - The evolution of strategic management research Recent trends and current directions.pdf,KINETIC_022_Adaptability - Academic - The evolution of strategic management research Recent trends and current directions.pdf,pdf,627471,2025-12-07T15:28:20,54be90849271f96fb63c88eaf485e283cda04ff73707ecafc8a7fa71d9b97a2a,inventory_complete,source_document
codex_doc_000238,codex_src_000239,KINETIC_023_Adaptability - Academic - The relationship between velocity markets and adaptability.pdf,KINETIC_023_Adaptability - Academic - The relationship between velocity markets and adaptability.pdf,pdf,43905,2025-12-05T12:32:25,324f64c6691bce8f5e6e318e77509d6c744d2139948502952c824e898b443ca2,inventory_complete,source_document
codex_doc_000239,codex_src_000240,KINETIC_024_Adaptability - Academic - The Role of Artificial Intelligence in Strategic Decision-Making.pdf,KINETIC_024_Adaptability - Academic - The Role of Artificial Intelligence in Strategic Decision-Making.pdf,pdf,1322938,2025-12-07T15:38:17,66b0256106ddc880d44eeb32a826272b41bc6e6c465e5292e6931fb5c7291766,inventory_complete,source_document
codex_doc_000240,codex_src_000241,KINETIC_025_Adaptability - Academic - The Role of Open Innovation in Enhancing Organizational Resilience and Sustainability Performance Through Organizational Adaptability.pdf,KINETIC_025_Adaptability - Academic - The Role of Open Innovation in Enhancing Organizational Resilience and Sustainability Performance Through Organizational Adaptability.pdf,pdf,803941,2025-10-24T12:57:40,6a23ed2876d67caacf2eafd69f7af31cb0b8e2c4d72e16c7b75947b3113093af,inventory_complete,source_document
codex_doc_000241,codex_src_000242,KINETIC_026_Adaptability - Academic - the-role-of-adaptive-culture-in-organizational-success-a-comprehensive-review.pdf,KINETIC_026_Adaptability - Academic - the-role-of-adaptive-culture-in-organizational-success-a-comprehensive-review.pdf,pdf,425923,2025-12-09T10:26:48,7104263af486e29a3bc91855206c8fac8d4a85e0b755093ac3355b8e90c993ac,inventory_complete,source_document
codex_doc_000242,codex_src_000243,"KINETIC_027_Adaptability - Data, ML and Marketing.pdf","KINETIC_027_Adaptability - Data, ML and Marketing.pdf",pdf,1106190,2025-10-01T09:18:32,889a637e5cdb92eeec40b0a4b03ada52c2b9bb18ccc67f996f80c192f5a99c58,inventory_complete,source_document
codex_doc_000243,codex_src_000244,KINETIC_028_Adaptability - Harvard and BCG.pdf,KINETIC_028_Adaptability - Harvard and BCG.pdf,pdf,2992469,2025-09-08T10:24:30,d402981d68e4512ad851094cc87d3ee14bea0044408b1be91425f6488c369b3b,inventory_complete,source_document
codex_doc_000244,codex_src_000245,KINETIC_029_Adaptability - Practioner - BCG_New_Bases_Competitive_Advantage_Oct_2009_tcm9-121386.pdf,KINETIC_029_Adaptability - Practioner - BCG_New_Bases_Competitive_Advantage_Oct_2009_tcm9-121386.pdf,pdf,381168,2025-12-07T15:44:44,59f0e74126b0acfb442050f998a78b50a7b6f92f48336e4f952db4467a97dd65,inventory_complete,source_document
codex_doc_000245,codex_src_000246,KINETIC_030_Adaptability - Practioner - McKinsey - Disruptive Technologies.pdf,KINETIC_030_Adaptability - Practioner - McKinsey - Disruptive Technologies.pdf,pdf,4667713,2025-12-06T10:26:56,45a98259c7bd7c5ecb6a015574bbbec11e1bbc2887fb60657758100b1505e577,inventory_complete,source_document
codex_doc_000246,codex_src_000247,KINETIC_031_Adaptabilty - Academic - The value of adaptability—Through the analysis of a firm's prediction ability.pdf,KINETIC_031_Adaptabilty - Academic - The value of adaptability—Through the analysis of a firm's prediction ability.pdf,pdf,287966,2025-12-05T12:28:37,460b6d9a2daaaa74e1f51890a65acc0739ff32a0e2c5e26a537ea30cf81fe0dd,inventory_complete,source_document
codex_doc_000247,codex_src_000248,KINETIC_032_Adatabilty - Academic - New_competitive_strategies_Challenges_to_organizat.pdf,KINETIC_032_Adatabilty - Academic - New_competitive_strategies_Challenges_to_organizat.pdf,pdf,2462367,2025-12-07T11:35:07,a87d67ae70cfb24b09807be67467cd641079eed2ecbf04178a5eb89e5a5479c9,inventory_complete,source_document
codex_doc_000248,codex_src_000249,KINETIC_033_Agile - Academic - Agile Manufacturing.pdf,KINETIC_033_Agile - Academic - Agile Manufacturing.pdf,pdf,289364,2025-12-05T12:42:27,33b2ede40271e67cb993f50ca76b4bea46b2cf8f1b677e99ba4c2a95e5c668da,inventory_complete,source_document
codex_doc_000249,codex_src_000250,KINETIC_034_Agile - Academic - Organisational Culture Attributes Influencing the Adoption of Agile Practices - A Systematic Literature Review.pdf,KINETIC_034_Agile - Academic - Organisational Culture Attributes Influencing the Adoption of Agile Practices - A Systematic Literature Review.pdf,pdf,840436,2025-12-09T10:09:25,a182737cdb2090a4c779424a8e766ef5c11d49f4edf5be377aa28cab1d988f40,inventory_complete,source_document
codex_doc_000250,codex_src_000251,KINETIC_035_Agile - Academic - The Impact of Agile Transformations.pdf,KINETIC_035_Agile - Academic - The Impact of Agile Transformations.pdf,pdf,783217,2025-12-05T12:51:04,9fba9f0728c5fd934fb62a2d94f0cc241bf293ab9de06d2dfde1cf0fd6dd394d,inventory_complete,source_document
codex_doc_000251,codex_src_000252,KINETIC_036_Agile - Academic - Transitioning to Agile Organizational Structures.pdf,KINETIC_036_Agile - Academic - Transitioning to Agile Organizational Structures.pdf,pdf,2060522,2025-12-05T12:44:23,de19d4ff7ea04cb26671af9a73f3344b716a17d92769ce477bbd2c02e04e3706,inventory_complete,source_document
codex_doc_000252,codex_src_000253,KINETIC_037_Agile - Clean Room Marketing Data.pdf,KINETIC_037_Agile - Clean Room Marketing Data.pdf,pdf,258579,2025-10-14T09:56:26,2cd700161cc33657ca341bf3af30b1e0aa942bae34b1ff61dd67a2dd6675f0ae,inventory_complete,source_document
codex_doc_000253,codex_src_000254,KINETIC_038_Agile Enterprise - HBR.pdf,KINETIC_038_Agile Enterprise - HBR.pdf,pdf,965144,2025-10-15T12:04:43,bd92eca16a226abe40204de17a8c535e90c80d2422ed8f3157116e278e6ee83a,inventory_complete,source_document
codex_doc_000254,codex_src_000255,KINETIC_039_Agile Marketing - 2.pdf,KINETIC_039_Agile Marketing - 2.pdf,pdf,314284,2025-10-01T09:21:42,874c4d7bafa0440a0e8b72ff69206153e03de795ceae10a629c7de9ba91dbee2,inventory_complete,source_document
codex_doc_000255,codex_src_000256,KINETIC_040_Agile Marketing - Academic - An Agile Approach for Designing Marketing Activities.pdf,KINETIC_040_Agile Marketing - Academic - An Agile Approach for Designing Marketing Activities.pdf,pdf,582509,2025-10-24T13:01:09,56bf47176558fcf89f575b79686e8d57c66416c8db3317aae36c5acecfc9abec,inventory_complete,source_document
codex_doc_000256,codex_src_000257,"KINETIC_041_Agile Marketing - Academic - Co-Creation,_Innovation_and_Game Industry.pdf","KINETIC_041_Agile Marketing - Academic - Co-Creation,_Innovation_and_Game Industry.pdf",pdf,2686877,2025-11-24T09:09:18,0d6f65f5058f85601db6315fdaf59296fe10af368be085bac6eea9fbbe8375bd,inventory_complete,source_document
codex_doc_000257,codex_src_000258,KINETIC_042_Agile Marketing - Academic - Evaluating the potential of agile branding opportunities and challenges in the start-up context.pdf,KINETIC_042_Agile Marketing - Academic - Evaluating the potential of agile branding opportunities and challenges in the start-up context.pdf,pdf,1249446,2025-10-24T13:05:29,e8a64c68f765a7f383710b12611df69583e2b800fc2d3ed303b415bc7ef6ba35,inventory_complete,source_document
codex_doc_000258,codex_src_000259,KINETIC_043_Agile Marketing - Academic - Powering Agile Transformation Why Marketing Is the Hidden Accelerator.pdf,KINETIC_043_Agile Marketing - Academic - Powering Agile Transformation Why Marketing Is the Hidden Accelerator.pdf,pdf,85782,2025-10-24T13:02:35,b321addf4da91ca25366d83987c4c8128ffebddbe35da7d2496752ca8a9ffa8d,inventory_complete,source_document
codex_doc_000259,codex_src_000260,KINETIC_044_Agile Marketing - Academic - Trends and evolution of agile branding a bibliometric analysis.pdf,KINETIC_044_Agile Marketing - Academic - Trends and evolution of agile branding a bibliometric analysis.pdf,pdf,3777101,2025-10-24T13:06:25,70019bdc8f6b31e69ad8b795efaa8b4c345dffff7dca300615f8654a5d03e4a2,inventory_complete,source_document
codex_doc_000260,codex_src_000261,KINETIC_045_Agile Marketing - Academic- ENSURING COMPETITIVE ADVANTAGE THROUGH AGILE MARKETING.pdf,KINETIC_045_Agile Marketing - Academic- ENSURING COMPETITIVE ADVANTAGE THROUGH AGILE MARKETING.pdf,pdf,397336,2025-10-24T13:00:26,f2db9ad09604c49e35048ebc460da2ae044ec1266ea457b707194d53ebe4d2ba,inventory_complete,source_document
codex_doc_000261,codex_src_000262,KINETIC_046_Agile Marketing - Benefits.pdf,KINETIC_046_Agile Marketing - Benefits.pdf,pdf,67581,2025-10-01T09:25:41,5b7151df4cbc983acd48d30a2ab05c0550e25c43db5a506a564d9b41b6de2514,inventory_complete,source_document
codex_doc_000262,codex_src_000263,KINETIC_047_Agile Marketing - Case Study.pdf,KINETIC_047_Agile Marketing - Case Study.pdf,pdf,1017507,2025-10-01T09:37:37,353a0cf0f4a12b7491f81f0a2640f053c10e0a9170cda2b12919b968ddf76bdc,inventory_complete,source_document
codex_doc_000263,codex_src_000264,KINETIC_048_Agile Marketing - Crafting Campaigns.pdf,KINETIC_048_Agile Marketing - Crafting Campaigns.pdf,pdf,385512,2025-10-01T09:22:55,d6343e159b399880dc414f273bd358f1d731729ca12bf92b3fd273aa2f4293e9,inventory_complete,source_document
codex_doc_000264,codex_src_000265,KINETIC_049_Agile Marketing - Digital and Social.pdf,KINETIC_049_Agile Marketing - Digital and Social.pdf,pdf,195594,2025-10-01T09:33:59,c0d45abec212b1c899dc5adca8eb2bc320ac737c3eef0be14ad2ba0ad28e2c0f,inventory_complete,source_document
codex_doc_000265,codex_src_000266,KINETIC_050_Agile Marketing - Primer.pdf,KINETIC_050_Agile Marketing - Primer.pdf,pdf,457278,2025-10-01T09:32:40,32a4780f47d3c0b9b5c5af29ce494ba7ffc1d1684aa21b617bd79efabc91c4de,inventory_complete,source_document
codex_doc_000266,codex_src_000267,KINETIC_051_Agile Marketing - Strategies.pdf,KINETIC_051_Agile Marketing - Strategies.pdf,pdf,389094,2025-10-01T09:30:01,c559faad6d0494e509ef8e290fab73069ec7e3826e55fd790a74cdb3f5ee8821,inventory_complete,source_document
codex_doc_000267,codex_src_000268,KINETIC_052_Agile Marketing - Trends.pdf,KINETIC_052_Agile Marketing - Trends.pdf,pdf,3840060,2025-10-01T09:36:05,6b8c007608724f8923543ced4055654c7f3c865f3b1f1ea096327ebca4fbec79,inventory_complete,source_document
codex_doc_000268,codex_src_000269,KINETIC_053_Agile Marketing.pdf,KINETIC_053_Agile Marketing.pdf,pdf,189828,2025-10-01T09:20:44,17ed2ba4bf938a835e3b3f30c9de4be700bb049435ef5df34f01f116484d742e,inventory_complete,source_document
codex_doc_000269,codex_src_000270,KINETIC_054_agile-marketing-a-step-by-step-guide.pdf,KINETIC_054_agile-marketing-a-step-by-step-guide.pdf,pdf,195793,2025-09-03T11:02:13,9a3a1bf22b745bd0c7a5352866c8b7a96f5894c73a249b171bf7ebb6b77daa19,inventory_complete,source_document
codex_doc_000270,codex_src_000271,KINETIC_055_Agility - Academic - Teese - Dynamic Capabilities and Organizational Agility.pdf,KINETIC_055_Agility - Academic - Teese - Dynamic Capabilities and Organizational Agility.pdf,pdf,253319,2025-12-06T10:40:17,fee6eed3dbd8af579244f571d660c781d76199d0a9573e467d25b875d120da12,inventory_complete,source_document
codex_doc_000271,codex_src_000272,KINETIC_056_Agility - Practioner - McKinsey - the-impact-of-agility-how-to-shape-your-organization-to-compete-v4.pdf,KINETIC_056_Agility - Practioner - McKinsey - the-impact-of-agility-how-to-shape-your-organization-to-compete-v4.pdf,pdf,1045611,2025-12-07T15:41:47,29484f287fe08a090f784273aab8b179a9e19317cad585e997e4e5482f9d5959,inventory_complete,source_document
codex_doc_000272,codex_src_000273,KINETIC_057_AI - Academic - AI and Point of Care in 3rd world countries.pdf,KINETIC_057_AI - Academic - AI and Point of Care in 3rd world countries.pdf,pdf,1078100,2025-10-21T08:49:33,34860261b47d3082387f12ff89b65178e04c03e5223f430663b0d9fb5f37a99b,inventory_complete,source_document
codex_doc_000273,codex_src_000274,KINETIC_058_AI - Academic - AI in equilibrium - A study of creative output.pdf,KINETIC_058_AI - Academic - AI in equilibrium - A study of creative output.pdf,pdf,3869698,2025-10-17T10:04:02,54cee354e3c22223feece2c99f0e82402faa74932e591b55b0897dcc4cf950e4,inventory_complete,source_document
codex_doc_000274,codex_src_000275,KINETIC_059_AI - Academic - AI in small and medium size business.pdf,KINETIC_059_AI - Academic - AI in small and medium size business.pdf,pdf,316612,2025-10-24T12:24:26,08ef398158ea7e7d6f78a64bedbcc316a30dc1f2a32a0abc689eda34301a6337,inventory_complete,source_document
codex_doc_000275,codex_src_000276,KINETIC_060_AI - Academic - AI prospects and resistance.pdf,KINETIC_060_AI - Academic - AI prospects and resistance.pdf,pdf,620176,2025-10-24T12:22:55,1d8dd44a1868e363322510ffd35b78e239fcb1c429aae092043c132157fcdc64,inventory_complete,source_document
