source_doc_id,original_filename,relative_path,file_type,primary_domain,secondary_domains,inferred_source_type,inferred_publisher,inferred_industry,inferred_technology,inferred_capabilities,inferred_business_models,inferred_operating_models,inferred_customer_experience,inferred_frameworks,inferred_output_relevance,classification_confidence,classification_method,review_needed,notes
codex_doc_000224,KINETIC_009_Adaptability - Academic - Adaptive Capacity.pdf,KINETIC_009_Adaptability - Academic - Adaptive Capacity.pdf,pdf,adaptability,,academic,unknown,education_research,,adaptability,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000225,KINETIC_010_Adaptability - Academic - Addressing Policy Challenges of Disruptive Technologies.pdf,KINETIC_010_Adaptability - Academic - Addressing Policy Challenges of Disruptive Technologies.pdf,pdf,adaptability,,academic,unknown,education_research,,adaptability;innovation,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000226,KINETIC_011_Adaptability - Academic - Disentangling organizational agility.pdf,KINETIC_011_Adaptability - Academic - Disentangling organizational agility.pdf,pdf,operating_models,adaptability,academic,unknown,education_research,,adaptability;agility;organizational_design,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000227,KINETIC_012_Adaptability - Academic - How can firms locate proactive strategic flexibility in their new product development process.pdf,KINETIC_012_Adaptability - Academic - How can firms locate proactive strategic flexibility in their new product development process.pdf,pdf,adaptability,,academic,unknown,education_research,,adaptability,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000228,KINETIC_013_Adaptability - Academic - Industry 4.0 and sustainable business models An intercontinental sample.pdf,KINETIC_013_Adaptability - Academic - Industry 4.0 and sustainable business models An intercontinental sample.pdf,pdf,business_models,adaptability,academic,unknown,manufacturing_industrial;education_research,,adaptability,,,,business_model_canvas,kinetic_organization;mba_digital_strategy,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000229,KINETIC_014_Adaptability - Academic - Investigating_the_Influence_of_Artificial_Intellig.pdf,KINETIC_014_Adaptability - Academic - Investigating_the_Influence_of_Artificial_Intellig.pdf,pdf,adaptability,,academic,unknown,education_research,,adaptability,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000230,KINETIC_015_Adaptability - Academic - Moderation Effect of Technology Environment and Market Environment.pdf,KINETIC_015_Adaptability - Academic - Moderation Effect of Technology Environment and Market Environment.pdf,pdf,adaptability,,academic,unknown,technology_saas_platforms;education_research,,adaptability,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000231,KINETIC_016_Adaptability - Academic - Strategic Agility Achieving Superior Organizational.pdf,KINETIC_016_Adaptability - Academic - Strategic Agility Achieving Superior Organizational.pdf,pdf,operating_models,adaptability,academic,unknown,education_research,,adaptability;agility;organizational_design,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000232,"KINETIC_017_Adaptability - Academic - Strategic Flexibility, Environmental Dynamism, and Innovation Performance An Empirical Study.pdf","KINETIC_017_Adaptability - Academic - Strategic Flexibility, Environmental Dynamism, and Innovation Performance An Empirical Study.pdf",pdf,adaptability,innovation,academic,unknown,education_research,,adaptability;innovation,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000233,KINETIC_018_Adaptability - Academic - Strategic Management - A Conceptual Framework.pdf,KINETIC_018_Adaptability - Academic - Strategic Management - A Conceptual Framework.pdf,pdf,adaptability,,academic,unknown,education_research,,adaptability,,,,,kinetic_organization;writing,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000234,KINETIC_019_Adaptability - Academic - Strategic Management_in_the_Digital_Age_A_Review_o.pdf,KINETIC_019_Adaptability - Academic - Strategic Management_in_the_Digital_Age_A_Review_o.pdf,pdf,adaptability,,academic,unknown,education_research,,adaptability,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000235,KINETIC_020_Adaptability - Academic - Strategic Planning for Technological Change.pdf,KINETIC_020_Adaptability - Academic - Strategic Planning for Technological Change.pdf,pdf,adaptability,,academic,unknown,education_research,,adaptability,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000236,KINETIC_021_Adaptability - Academic - SWOT_analysis_problems_and_solutions_Practitioners.pdf,KINETIC_021_Adaptability - Academic - SWOT_analysis_problems_and_solutions_Practitioners.pdf,pdf,adaptability,,academic,unknown,education_research,,adaptability,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000237,KINETIC_022_Adaptability - Academic - The evolution of strategic management research Recent trends and current directions.pdf,KINETIC_022_Adaptability - Academic - The evolution of strategic management research Recent trends and current directions.pdf,pdf,adaptability,,academic,unknown,education_research,,adaptability;future_readiness,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000238,KINETIC_023_Adaptability - Academic - The relationship between velocity markets and adaptability.pdf,KINETIC_023_Adaptability - Academic - The relationship between velocity markets and adaptability.pdf,pdf,adaptability,velocity,academic,unknown,education_research,,adaptability;velocity,,,,,kinetic_organization;overclocked,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000239,KINETIC_024_Adaptability - Academic - The Role of Artificial Intelligence in Strategic Decision-Making.pdf,KINETIC_024_Adaptability - Academic - The Role of Artificial Intelligence in Strategic Decision-Making.pdf,pdf,adaptability,ai,academic,unknown,education_research,artificial_intelligence,adaptability;decision_making,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000240,KINETIC_025_Adaptability - Academic - The Role of Open Innovation in Enhancing Organizational Resilience and Sustainability Performance Through Organizational Adaptability.pdf,KINETIC_025_Adaptability - Academic - The Role of Open Innovation in Enhancing Organizational Resilience and Sustainability Performance Through Organizational Adaptability.pdf,pdf,operating_models,adaptability;innovation,academic,unknown,education_research,,adaptability;resilience;innovation;organizational_design,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000241,KINETIC_026_Adaptability - Academic - the-role-of-adaptive-culture-in-organizational-success-a-comprehensive-review.pdf,KINETIC_026_Adaptability - Academic - the-role-of-adaptive-culture-in-organizational-success-a-comprehensive-review.pdf,pdf,adaptability,operating_models,academic,unknown,education_research,,adaptability;organizational_design,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000242,"KINETIC_027_Adaptability - Data, ML and Marketing.pdf","KINETIC_027_Adaptability - Data, ML and Marketing.pdf",pdf,adaptability,,unknown,unknown,advertising_media_marketing,,adaptability,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000243,KINETIC_028_Adaptability - Harvard and BCG.pdf,KINETIC_028_Adaptability - Harvard and BCG.pdf,pdf,adaptability,,consulting,BCG,,,adaptability,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000244,KINETIC_029_Adaptability - Practioner - BCG_New_Bases_Competitive_Advantage_Oct_2009_tcm9-121386.pdf,KINETIC_029_Adaptability - Practioner - BCG_New_Bases_Competitive_Advantage_Oct_2009_tcm9-121386.pdf,pdf,adaptability,,consulting,BCG,,,adaptability,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000245,KINETIC_030_Adaptability - Practioner - McKinsey - Disruptive Technologies.pdf,KINETIC_030_Adaptability - Practioner - McKinsey - Disruptive Technologies.pdf,pdf,adaptability,,consulting,McKinsey,,,adaptability;innovation,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000246,KINETIC_031_Adaptabilty - Academic - The value of adaptability—Through the analysis of a firm's prediction ability.pdf,KINETIC_031_Adaptabilty - Academic - The value of adaptability—Through the analysis of a firm's prediction ability.pdf,pdf,adaptability,,academic,unknown,education_research,,adaptability,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000247,KINETIC_032_Adatabilty - Academic - New_competitive_strategies_Challenges_to_organizat.pdf,KINETIC_032_Adatabilty - Academic - New_competitive_strategies_Challenges_to_organizat.pdf,pdf,other,,academic,unknown,education_research,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000248,KINETIC_033_Agile - Academic - Agile Manufacturing.pdf,KINETIC_033_Agile - Academic - Agile Manufacturing.pdf,pdf,agile,,academic,unknown,manufacturing_industrial;education_research,,agility,,agile,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000249,KINETIC_034_Agile - Academic - Organisational Culture Attributes Influencing the Adoption of Agile Practices - A Systematic Literature Review.pdf,KINETIC_034_Agile - Academic - Organisational Culture Attributes Influencing the Adoption of Agile Practices - A Systematic Literature Review.pdf,pdf,agile,operating_models,academic,unknown,education_research,,agility;organizational_design,,agile,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000250,KINETIC_035_Agile - Academic - The Impact of Agile Transformations.pdf,KINETIC_035_Agile - Academic - The Impact of Agile Transformations.pdf,pdf,agile,,academic,unknown,education_research,,agility,,agile,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000251,KINETIC_036_Agile - Academic - Transitioning to Agile Organizational Structures.pdf,KINETIC_036_Agile - Academic - Transitioning to Agile Organizational Structures.pdf,pdf,operating_models,agile,academic,unknown,education_research,,agility;organizational_design,,agile,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000252,KINETIC_037_Agile - Clean Room Marketing Data.pdf,KINETIC_037_Agile - Clean Room Marketing Data.pdf,pdf,agile,,unknown,unknown,advertising_media_marketing,,agility,,agile,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000253,KINETIC_038_Agile Enterprise - HBR.pdf,KINETIC_038_Agile Enterprise - HBR.pdf,pdf,agile,,practitioner,HBR,,,agility,,agile,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000254,KINETIC_039_Agile Marketing - 2.pdf,KINETIC_039_Agile Marketing - 2.pdf,pdf,agile,,unknown,unknown,advertising_media_marketing,,agility,,agile,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000255,KINETIC_040_Agile Marketing - Academic - An Agile Approach for Designing Marketing Activities.pdf,KINETIC_040_Agile Marketing - Academic - An Agile Approach for Designing Marketing Activities.pdf,pdf,agile,,academic,unknown,advertising_media_marketing;education_research,,agility,,agile,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000256,"KINETIC_041_Agile Marketing - Academic - Co-Creation,_Innovation_and_Game Industry.pdf","KINETIC_041_Agile Marketing - Academic - Co-Creation,_Innovation_and_Game Industry.pdf",pdf,agile,innovation,academic,unknown,advertising_media_marketing;education_research,,innovation;agility,,agile,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000257,KINETIC_042_Agile Marketing - Academic - Evaluating the potential of agile branding opportunities and challenges in the start-up context.pdf,KINETIC_042_Agile Marketing - Academic - Evaluating the potential of agile branding opportunities and challenges in the start-up context.pdf,pdf,agile,,academic,unknown,advertising_media_marketing;education_research,,agility,,agile,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000258,KINETIC_043_Agile Marketing - Academic - Powering Agile Transformation Why Marketing Is the Hidden Accelerator.pdf,KINETIC_043_Agile Marketing - Academic - Powering Agile Transformation Why Marketing Is the Hidden Accelerator.pdf,pdf,agile,,academic,unknown,advertising_media_marketing;education_research,,agility,,agile,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000259,KINETIC_044_Agile Marketing - Academic - Trends and evolution of agile branding a bibliometric analysis.pdf,KINETIC_044_Agile Marketing - Academic - Trends and evolution of agile branding a bibliometric analysis.pdf,pdf,agile,,academic,unknown,advertising_media_marketing;education_research,,agility;future_readiness,,agile,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000260,KINETIC_045_Agile Marketing - Academic- ENSURING COMPETITIVE ADVANTAGE THROUGH AGILE MARKETING.pdf,KINETIC_045_Agile Marketing - Academic- ENSURING COMPETITIVE ADVANTAGE THROUGH AGILE MARKETING.pdf,pdf,agile,,academic,unknown,advertising_media_marketing;education_research,,agility,,agile,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000261,KINETIC_046_Agile Marketing - Benefits.pdf,KINETIC_046_Agile Marketing - Benefits.pdf,pdf,agile,,unknown,unknown,advertising_media_marketing,,agility,,agile,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000262,KINETIC_047_Agile Marketing - Case Study.pdf,KINETIC_047_Agile Marketing - Case Study.pdf,pdf,agile,,academic,unknown,advertising_media_marketing,,agility,,agile,,,kinetic_organization;writing,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000263,KINETIC_048_Agile Marketing - Crafting Campaigns.pdf,KINETIC_048_Agile Marketing - Crafting Campaigns.pdf,pdf,agile,,unknown,unknown,advertising_media_marketing,,agility,,agile,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000264,KINETIC_049_Agile Marketing - Digital and Social.pdf,KINETIC_049_Agile Marketing - Digital and Social.pdf,pdf,agile,,unknown,unknown,advertising_media_marketing,,agility,,agile,social,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000265,KINETIC_050_Agile Marketing - Primer.pdf,KINETIC_050_Agile Marketing - Primer.pdf,pdf,agile,,unknown,unknown,advertising_media_marketing,,agility,,agile,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000266,KINETIC_051_Agile Marketing - Strategies.pdf,KINETIC_051_Agile Marketing - Strategies.pdf,pdf,agile,,unknown,unknown,advertising_media_marketing,,agility,,agile,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000267,KINETIC_052_Agile Marketing - Trends.pdf,KINETIC_052_Agile Marketing - Trends.pdf,pdf,agile,,industry_report,unknown,advertising_media_marketing,,agility;future_readiness,,agile,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000268,KINETIC_053_Agile Marketing.pdf,KINETIC_053_Agile Marketing.pdf,pdf,agile,,unknown,unknown,advertising_media_marketing,,agility,,agile,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000269,KINETIC_054_agile-marketing-a-step-by-step-guide.pdf,KINETIC_054_agile-marketing-a-step-by-step-guide.pdf,pdf,agile,,practitioner,unknown,advertising_media_marketing,,agility,,agile,,,kinetic_organization;writing,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000270,KINETIC_055_Agility - Academic - Teese - Dynamic Capabilities and Organizational Agility.pdf,KINETIC_055_Agility - Academic - Teese - Dynamic Capabilities and Organizational Agility.pdf,pdf,operating_models,dynamic_capabilities,academic,unknown,education_research,,agility;organizational_design,,,,dynamic_capabilities,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000271,KINETIC_056_Agility - Practioner - McKinsey - the-impact-of-agility-how-to-shape-your-organization-to-compete-v4.pdf,KINETIC_056_Agility - Practioner - McKinsey - the-impact-of-agility-how-to-shape-your-organization-to-compete-v4.pdf,pdf,operating_models,,consulting,McKinsey,,,agility;organizational_design,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000272,KINETIC_057_AI - Academic - AI and Point of Care in 3rd world countries.pdf,KINETIC_057_AI - Academic - AI and Point of Care in 3rd world countries.pdf,pdf,ai,,academic,unknown,education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000273,KINETIC_058_AI - Academic - AI in equilibrium - A study of creative output.pdf,KINETIC_058_AI - Academic - AI in equilibrium - A study of creative output.pdf,pdf,ai,,academic,unknown,education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000274,KINETIC_059_AI - Academic - AI in small and medium size business.pdf,KINETIC_059_AI - Academic - AI in small and medium size business.pdf,pdf,ai,,academic,unknown,education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000275,KINETIC_060_AI - Academic - AI prospects and resistance.pdf,KINETIC_060_AI - Academic - AI prospects and resistance.pdf,pdf,ai,,academic,unknown,education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000276,KINETIC_061_AI - Academic - AI readiness in the fashion and garment industry.pdf,KINETIC_061_AI - Academic - AI readiness in the fashion and garment industry.pdf,pdf,ai,,academic,unknown,education_research,artificial_intelligence,ai_readiness,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000277,KINETIC_062_AI - Academic - AI vs the MBA.pdf,KINETIC_062_AI - Academic - AI vs the MBA.pdf,pdf,ai,,academic,unknown,education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000278,KINETIC_063_AI - Academic - Artificial Intelligence-Supported Leadership A Catalyst for Team Excellence in China's Fast-Moving Consumer Goods Industry.pdf,KINETIC_063_AI - Academic - Artificial Intelligence-Supported Leadership A Catalyst for Team Excellence in China's Fast-Moving Consumer Goods Industry.pdf,pdf,ai,customer_experience;velocity,academic,unknown,consumer_retail_ecommerce;education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000279,KINETIC_064_AI - Academic - From Idea to Impact The Role of Artificial Intelligence in the Transformation of Business Models.pdf,KINETIC_064_AI - Academic - From Idea to Impact The Role of Artificial Intelligence in the Transformation of Business Models.pdf,pdf,ai,business_models,academic,unknown,education_research,artificial_intelligence,,,,,business_model_canvas,kinetic_organization;mba_digital_strategy,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000280,KINETIC_065_AI - Academic - Leveraging AI to Inspire Innovation in Traditional and Digital Business Ecosystems.pdf,KINETIC_065_AI - Academic - Leveraging AI to Inspire Innovation in Traditional and Digital Business Ecosystems.pdf,pdf,ai,innovation;platforms_marketplaces,academic,unknown,education_research,artificial_intelligence,innovation,ecosystem,networked,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000281,KINETIC_066_AI - Academic - the impact of AI on knowledge workers.pdf,KINETIC_066_AI - Academic - the impact of AI on knowledge workers.pdf,pdf,ai,,academic,unknown,education_research,artificial_intelligence,learning,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000282,KINETIC_067_AI - Academic - The Influence of AI-Literate Leadership on AI Adoption in Healthcare Organizations.pdf,KINETIC_067_AI - Academic - The Influence of AI-Literate Leadership on AI Adoption in Healthcare Organizations.pdf,pdf,ai,operating_models,academic,unknown,education_research,artificial_intelligence,organizational_design,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000283,KINETIC_068_AI - Academic - The unequal adoption of AI among employees exacerbates inequalities.pdf,KINETIC_068_AI - Academic - The unequal adoption of AI among employees exacerbates inequalities.pdf,pdf,ai,,academic,unknown,education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000284,KINETIC_069_AI - Academic - Which economic tasks are performed by AI.pdf,KINETIC_069_AI - Academic - Which economic tasks are performed by AI.pdf,pdf,ai,,academic,unknown,education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000285,KINETIC_070_AI - Academic - Who is AI replacing.pdf,KINETIC_070_AI - Academic - Who is AI replacing.pdf,pdf,ai,,academic,unknown,education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000286,KINETIC_071_AI - Academic Consumer Research.pdf,KINETIC_071_AI - Academic Consumer Research.pdf,pdf,ai,customer_experience,academic,unknown,consumer_retail_ecommerce;education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000287,KINETIC_072_AI - Academic The consequences of generative AI in online communities.pdf,KINETIC_072_AI - Academic The consequences of generative AI in online communities.pdf,pdf,ai,,academic,unknown,education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000288,KINETIC_073_AI - Academic The effects of AI on work productivity - developers.pdf,KINETIC_073_AI - Academic The effects of AI on work productivity - developers.pdf,pdf,ai,,academic,unknown,education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000289,KINETIC_074_AI - AI at Work academic paper.pdf,KINETIC_074_AI - AI at Work academic paper.pdf,pdf,ai,,academic,unknown,education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000290,KINETIC_075_AI - AI First Strategy Challenges.pdf,KINETIC_075_AI - AI First Strategy Challenges.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000291,KINETIC_076_AI - Business Model.pdf,KINETIC_076_AI - Business Model.pdf,pdf,ai,business_models,unknown,unknown,,artificial_intelligence,,,,,business_model_canvas,kinetic_organization;mba_digital_strategy,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000292,KINETIC_077_AI - Collaboration 2.pdf,KINETIC_077_AI - Collaboration 2.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000293,KINETIC_078_AI - Collaboration.pdf,KINETIC_078_AI - Collaboration.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000294,KINETIC_079_AI - Competing in the Age of AI.pdf,KINETIC_079_AI - Competing in the Age of AI.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000295,KINETIC_080_AI - Consumer Research.pdf,KINETIC_080_AI - Consumer Research.pdf,pdf,ai,customer_experience,academic,unknown,consumer_retail_ecommerce;education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000296,KINETIC_081_AI - Creative Process.pdf,KINETIC_081_AI - Creative Process.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000297,KINETIC_082_AI - Digital Platform transformative value.pdf,KINETIC_082_AI - Digital Platform transformative value.pdf,pdf,ai,platforms_marketplaces,unknown,unknown,technology_saas_platforms,artificial_intelligence,,platform,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000298,KINETIC_083_AI - Generative AI in User-Generated Content.pdf,KINETIC_083_AI - Generative AI in User-Generated Content.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,content,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000299,KINETIC_084_AI - HBR Example.pdf,KINETIC_084_AI - HBR Example.pdf,pdf,ai,,practitioner,HBR,,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000300,KINETIC_085_AI - Human AI Delegation.pdf,KINETIC_085_AI - Human AI Delegation.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000301,KINETIC_086_Ai - Impact of LLM on clickstream behavior.pdf,KINETIC_086_Ai - Impact of LLM on clickstream behavior.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000302,KINETIC_087_AI - Industrial task efficiency.pdf,KINETIC_087_AI - Industrial task efficiency.pdf,pdf,ai,,unknown,unknown,manufacturing_industrial,artificial_intelligence,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000303,KINETIC_088_AI - Marketing.pdf,KINETIC_088_AI - Marketing.pdf,pdf,ai,,unknown,unknown,advertising_media_marketing,artificial_intelligence,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000304,KINETIC_089_Ai - MckInsey - HBR 2.pdf,KINETIC_089_Ai - MckInsey - HBR 2.pdf,pdf,ai,,consulting,McKinsey,,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000305,KINETIC_090_AI - McKinsey - HBR Article.pdf,KINETIC_090_AI - McKinsey - HBR Article.pdf,pdf,ai,,consulting,McKinsey,,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000306,KINETIC_091_AI - Practioner - Daiku Use Cases.pdf,KINETIC_091_AI - Practioner - Daiku Use Cases.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000307,KINETIC_092_AI - Practioner - Deloitte ai-institute-ai-use-cases-10-06-2025.pdf,KINETIC_092_AI - Practioner - Deloitte ai-institute-ai-use-cases-10-06-2025.pdf,pdf,ai,,consulting,Deloitte,,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000308,KINETIC_093_AI - Practioner - OpenAI - identifying-and-scaling-ai-use-cases.pdf,KINETIC_093_AI - Practioner - OpenAI - identifying-and-scaling-ai-use-cases.pdf,pdf,ai,,unknown,OpenAI,,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000309,KINETIC_094_AI - Practioner - superagency-in-the-workplace-empowering-people-to-unlock-ais-full-potential-v4.pdf,KINETIC_094_AI - Practioner - superagency-in-the-workplace-empowering-people-to-unlock-ais-full-potential-v4.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000310,KINETIC_095_AI - Practioner - Use Cases.pdf,KINETIC_095_AI - Practioner - Use Cases.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000311,KINETIC_096_AI - Practitioner - Agent Overview McKinsey.pdf,KINETIC_096_AI - Practitioner - Agent Overview McKinsey.pdf,pdf,ai,,consulting,McKinsey,,artificial_intelligence;agentic_ai,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000312,KINETIC_097_AI - Practitioner - Reducing Risk.pdf,KINETIC_097_AI - Practitioner - Reducing Risk.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000313,KINETIC_098_AI - Search and knowledge seeking communities.pdf,KINETIC_098_AI - Search and knowledge seeking communities.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,learning,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000314,KINETIC_099_AI - Smart Manufacturing.pdf,KINETIC_099_AI - Smart Manufacturing.pdf,pdf,ai,,unknown,unknown,manufacturing_industrial,artificial_intelligence,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
